name,codename,cores,clock,socket,process,l3_cache,tdp,released
Opteron 6348,Abu Dhabi,12,2.8 to 3.4 GHz,Socket G34,32,8,115,2012-11-05
Opteron 6366 HE,Abu Dhabi,16,1.8 to 3.1 GHz,Socket G34,32,8,85,2012-11-05
Opteron 6376,Abu Dhabi,16,2.3 to 3.2 GHz,Socket G34,32,8,115,2012-11-05
Opteron 6378,Abu Dhabi,16,2.4 to 3.3 GHz,Socket G34,32,8,115,2012-11-05
Opteron 6380,Abu Dhabi,16,2.5 to 3.4 GHz,Socket G34,32,8,115,2012-11-05
Opteron 6386 SE,Abu Dhabi,16,2.8 to 3.5 GHz,Socket G34,32,8,140,2012-11-05
Phenom X4 9100e,Agena,4,1800 MHz,Socket AM2+,65,2,65,2008-03-27
Phenom X4 9150e,Agena,4,1800 MHz,Socket AM2+,65,2,65,2008-07-01
Phenom X4 9350e,Agena,4,2000 MHz,Socket AM2+,65,2,65,2008-07-01
Phenom X4 9450e,Agena,4,2.1 GHz,Socket AM2+,65,2,65,2008-10-01
Phenom X4 9500,Agena,4,2.2 GHz,Socket AM2+,65,2,95,2007-11-19
Phenom X4 9550,Agena,4,2.2 GHz,Socket AM2+,65,2,95,2008-03-27
Phenom X4 9600,Agena,4,2.3 GHz,Socket AM2+,65,2,95,2007-11-19
Phenom X4 9600 BE,Agena,4,2.3 GHz,Socket AM2+,65,2,95,2007-12-19
Phenom X4 9600B,Agena,4,2.3 GHz,Socket AM2+,65,2,95,2008-04-28
Phenom X4 9650,Agena,4,2.3 GHz,Socket AM2+,65,2,95,2008-03-27
Phenom X4 9750 (125W),Agena,4,2.4 GHz,Socket AM2+,65,2,125,2008-03-27
Phenom X4 9750 (95W),Agena,4,2.4 GHz,Socket AM2+,65,2,95,2008-03-27
Phenom X4 9750B,Agena,4,2.4 GHz,Socket AM2+,65,2,95,2008-08-15
Phenom X4 9850 (125W),Agena,4,2.5 GHz,Socket AM2+,65,2,125,2008-07-01
Phenom X4 9850 (95W),Agena,4,2.5 GHz,Socket AM2+,65,2,95,2008-10-01
Phenom X4 9850 BE,Agena,4,2.5 GHz,Socket AM2+,65,2,125,2008-03-27
Phenom X4 9850B,Agena,4,2.5 GHz,Socket AM2+,65,2,95,2008-08-15
Phenom X4 9950 BE (125W),Agena,4,2.6 GHz,Socket AM2+,65,2,125,2008-10-01
Phenom X4 9950 BE (140W),Agena,4,2.6 GHz,Socket AM2+,65,2,140,2008-03-27
Sempron 3000+,Albany,1,1800 MHz,Socket 754,90,N/A,62,2005-07-15
Sempron 3100+,Albany,1,1800 MHz,Socket 754,90,N/A,62,2005-07-15
Sempron 3300+,Albany,1,2000 MHz,Socket 754,90,N/A,62,2005-07-15
Sempron 3400+,Albany,1,2000 MHz,Socket 754,90,N/A,62,2006-01-23
Sempron 3600+,Albany,1,2.2 GHz,Socket 754,90,N/A,62,2006-05-17
Celeron E1200,Allendale,2,1600 MHz,Socket 775,65,N/A,65,2008-01-20
Celeron E1400,Allendale,2,2000 MHz,Socket 775,65,N/A,65,2008-04-20
Celeron E1500,Allendale,2,2.2 GHz,Socket 775,65,N/A,65,2008-11-30
Celeron E1600,Allendale,2,2.4 GHz,Socket 775,65,N/A,65,2009-05-31
Core 2 Duo E4300,Allendale,2,1800 MHz,Socket 775,65,N/A,65,2006-07-27
Core 2 Duo E4400,Allendale,2,2000 MHz,Socket 775,65,N/A,65,2007-07-22
Core 2 Duo E4500,Allendale,2,2.2 GHz,Socket 775,65,N/A,65,2007-07-22
Core 2 Duo E4600,Allendale,2,2.4 GHz,Socket 775,65,N/A,65,2007-10-21
Core 2 Duo E4700,Allendale,2,2.6 GHz,Socket 775,65,N/A,65,2008-03-02
Pentium Dual-Core E2140,Allendale,2,1600 MHz,Socket 775,65,N/A,65,2007-06-03
Pentium Dual-Core E2160,Allendale,2,1800 MHz,Socket 775,65,N/A,65,2007-06-03
Pentium Dual-Core E2180,Allendale,2,2000 MHz,Socket 775,65,N/A,65,2007-08-26
Pentium Dual-Core E2200,Allendale,2,2.2 GHz,Socket 775,65,N/A,65,2007-12-02
Pentium Dual-Core E2220,Allendale,2,2.4 GHz,Socket 775,65,N/A,65,2008-03-02
Core i3-350M,Arrandale,2  / 4,2.267 GHz,Socket G1,32,3,35,2010-01-07
Core i3-370M,Arrandale,2  / 4,2.4 GHz,Socket G1,32,3,35,2010-06-20
Core i3-380M,Arrandale,2  / 4,2.534 GHz,Socket G1,32,3,35,2010-10-26
Core i3-390M,Arrandale,2  / 4,2.667 GHz,Socket G1,32,3,35,2011-01-09
Core i5-430M,Arrandale,2  / 4,2.267 to 2.534 GHz,Socket G1,32,3,35,2010-01-07
Core i5-450M,Arrandale,2  / 4,2.4 to 2.666 GHz,Socket G1,32,3,35,2010-09-26
Core i5-460M,Arrandale,2  / 4,2.534 to 2.8 GHz,Socket G1,32,3,35,2010-09-26
Core i5-480M,Arrandale,2  / 4,2.667 to 2.933 GHz,Socket G1,32,3,35,2011-01-09
Core i5-540M,Arrandale,2  / 4,2.533 to 3.073 GHz,Socket G1,32,3,35,2010-01-07
Core i5-560M,Arrandale,2  / 4,2.667 to 3.2 GHz,Socket G1,32,3,35,2010-09-26
Core i5-580M,Arrandale,2  / 4,2.667 to 3.333 GHz,Socket G1,32,3,35,2010-09-26
Core i7-620M,Arrandale,2  / 4,2.677 to 3.333 GHz,BGA1288,32,4,35,2010-01-07
Core i7-620M,Arrandale,2  / 4,2.677 to 3.333 GHz,Socket G1,32,4,35,2010-01-07
Core i7-640M,Arrandale,2  / 4,2.8 to 3.467 GHz,BGA1288,32,4,35,2010-09-01
Core i7-640M,Arrandale,2  / 4,2.8 to 3.467 GHz,Socket G1,32,4,35,2010-09-01
Pentium P6000,Arrandale,2,1877 MHz,Socket G1,32,3,35,2010-06-20
Pentium P6100,Arrandale,2,2000 MHz,Socket G1,32,3,35,2010-09-26
Pentium P6200,Arrandale,2,2.133 GHz,Socket G1,32,3,35,2010-09-26
Pentium P6300,Arrandale,2,2.266 GHz,Socket G1,32,3,35,2011-01-09
Pentium U5400,Arrandale,2,1200 MHz,BGA1288,32,3,18,2010-05-25
Pentium U5600,Arrandale,2,1333 MHz,BGA1288,32,3,18,2011-01-09
Opteron 842,Athens,1,1600 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 844,Athens,1,1800 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 846,Athens,1,2000 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 846,Athens,1,2000 MHz,Socket 940,90,N/A,85,2004-12-01
Opteron 846 HE,Athens,1,2000 MHz,Socket 940,90,N/A,55,2005-03-01
Opteron 848,Athens,1,2.2 GHz,Socket 940,90,N/A,85,2004-12-01
Opteron 848 HE,Athens,1,2.2 GHz,Socket 940,90,N/A,55,2005-03-01
Opteron 850,Athens,1,2.4 GHz,Socket 940,90,N/A,85,2004-12-01
Opteron 850 HE,Athens,1,2.4 GHz,Socket 940,90,N/A,55,2005-03-01
Opteron 852,Athens,1,2.6 GHz,Socket 940,90,N/A,92,2005-02-14
Opteron 854,Athens,1,2.8 GHz,Socket 940,90,N/A,92,2005-08-01
Opteron 856,Athens,1,3 GHz,Socket 940,90,N/A,92,2006-04-01
Pentium M 1.30,Banias,1,1300 MHz,Socket 478,130,N/A,24,2003-03-12
Pentium M 1.40,Banias,1,1400 MHz,Socket 478,130,N/A,24,2003-03-12
Pentium M 1.50,Banias,1,1500 MHz,Socket 478,130,N/A,24,2003-03-12
Pentium M 1.60,Banias,1,1600 MHz,Socket 478,130,N/A,24,2003-03-12
Pentium M 1.70,Banias,1,1700 MHz,Socket 478,130,N/A,24,2003-06-02
Opteron 2350 HE,Barcelona,4,2000 MHz,Socket Fr2,65,2,79,2008-10-01
Athlon XP 2500+,Barton,1,1833 MHz,Socket A,130,N/A,68,2003-02-10
Athlon XP 2500+ DTR,Barton,1,1833 MHz,Socket A,130,N/A,68,2003-02-10
Athlon XP 2600+,Barton,1,1917 MHz,Socket A,130,N/A,68,2001-01-01
Athlon XP 2600+ DTR,Barton,1,1917 MHz,Socket A,130,N/A,68,2001-01-01
Athlon XP 2800+,Barton,1,2.083 GHz,Socket A,130,N/A,68,2001-01-01
Athlon XP 2800+ DTR,Barton,1,2.083 GHz,Socket A,130,N/A,68,2001-01-01
Athlon XP 3000+,Barton,1,2.1 GHz,Socket A,130,N/A,68,2001-01-01
Athlon XP 3000+,Barton,1,2.167 GHz,Socket A,130,N/A,68,2001-01-01
Athlon XP 3200+,Barton,1,2.2 GHz,Socket A,130,N/A,77,2001-01-01
Athlon XP-M 2000+,Barton,1,1533 MHz,Socket A,130,N/A,45,2001-01-01
Athlon XP-M 2200+,Barton,1,1667 MHz,Socket A,130,N/A,45,2001-01-01
Athlon XP-M 2400+,Barton,1,1800 MHz,Socket A,130,N/A,45,2001-01-01
Athlon XP-M 2500+,Barton,1,1862 MHz,Socket A,130,N/A,45,2001-01-01
Athlon XP-M 2600+,Barton,1,2000 MHz,Socket A,130,N/A,45,2001-01-01
Athlon XP-M 3000+,Barton,1,2.2 GHz,Socket A,130,N/A,45,2001-01-01
Sempron 2200+,Barton,1,1500 MHz,Socket A,130,N/A,62,2001-01-01
Sempron 2300+,Barton,1,1583 MHz,Socket A,130,N/A,62,2001-01-01
Sempron 2400+,Barton,1,1667 MHz,Socket A,130,N/A,62,2001-01-01
Sempron 2500+,Barton,1,1750 MHz,Socket A,130,N/A,62,2001-01-01
Sempron 2600+,Barton,1,1833 MHz,Socket A,130,N/A,62,2001-01-01
Sempron 2800+,Barton,1,2000 MHz,Socket A,130,N/A,62,2001-01-01
Sempron 3000+,Barton,1,2000 MHz,Socket A,130,N/A,62,2004-09-17
Sempron 3300+,Barton,1,2.2 GHz,Socket A,130,N/A,62,2001-01-01
Atom E3815,Bay Trail-I,1,1467 MHz,BGA1170,22,N/A,5,2013-10-08
Atom E3825,Bay Trail-I,2,1333 MHz,BGA1170,22,N/A,6,2013-10-08
Atom E3826,Bay Trail-I,2,1467 MHz,BGA1170,22,N/A,7,2013-10-08
Atom E3827,Bay Trail-I,2,1750 MHz,BGA1170,22,N/A,8,2013-10-08
Atom E3845,Bay Trail-I,4,1910 MHz,BGA1170,22,N/A,10,2013-10-08
Celeron N2805,Bay Trail-M,2,1463 MHz,BGA1170,22,N/A,4,2013-09-11
Celeron N2806,Bay Trail-M,2,1.58 to 2 GHz,BGA1170,22,N/A,4,2013-12-01
Celeron N2807,Bay Trail-M,2,1.58 to 2.16 GHz,BGA1170,22,N/A,4,2014-02-23
Celeron N2808,Bay Trail-M,2,1.58 to 2.25 GHz,BGA1170,22,N/A,4,2014-05-22
Celeron N2810,Bay Trail-M,2,2000 MHz,BGA1170,22,N/A,7,2013-09-11
Celeron N2820,Bay Trail-M,2,2.17 to 2.39 GHz,BGA1170,22,N/A,7,2013-12-01
Celeron N2830,Bay Trail-M,2,2.16 to 2.41 GHz,BGA1170,22,N/A,7,2014-02-23
Celeron N2840,Bay Trail-M,2,2.16 to 2.58 GHz,BGA1170,22,N/A,7,2014-05-22
Celeron N2910,Bay Trail-M,4,1600 MHz,BGA1170,22,N/A,7,2013-09-11
Celeron N2920,Bay Trail-M,4,1.86 to 2 GHz,BGA1170,22,N/A,7,2013-12-01
Celeron N2930,Bay Trail-M,4,1.83 to 2.16 GHz,BGA1170,22,N/A,7,2014-02-23
Celeron N2940,Bay Trail-M,4,1.83 to 2.25 GHz,BGA1170,22,N/A,7,2014-05-22
Atom Z3740,Bay Trail-T,4,1333 to 1867 MHz,BGA1380,22,N/A,2,2013-09-27
Atom Z3770,Bay Trail-T,4,1.467 to 2.4 GHz,BGA1380,22,N/A,8,2013-09-27
Core i7-920,Bloomfield,4  / 8,2.666 to 2.933 GHz,Socket 1366,45,8,130,2008-11-17
Core i7-930,Bloomfield,4  / 8,2.8 to 3.066 GHz,Socket 1366,45,8,130,2010-02-28
Core i7-940,Bloomfield,4  / 8,2.933 to 3.2 GHz,Socket 1366,45,8,130,2008-11-17
Core i7-950,Bloomfield,4  / 8,3.066 to 3.333 GHz,Socket 1366,45,8,130,2009-06-02
Core i7-960,Bloomfield,4  / 8,3.2 to 3.466 GHz,Socket 1366,45,8,130,2009-10-20
Core i7-965,Bloomfield,4  / 8,3.2 to 3.466 GHz,Socket 1366,45,8,130,2008-11-17
Core i7-975,Bloomfield,4  / 8,3.333 to 3.6 GHz,Socket 1366,45,8,130,2009-06-02
Xeon W3503,Bloomfield,2,2.4 GHz,Socket 1366,45,4,130,2009-03-30
Xeon W3505,Bloomfield,2,2.533 GHz,Socket 1366,45,4,130,2009-03-30
Xeon W3520,Bloomfield,4  / 8,2.666 to 2.933 GHz,Socket 1366,45,8,130,2009-03-30
Xeon W3530,Bloomfield,4  / 8,2.8 to 3.066 GHz,Socket 1366,45,8,130,2010-03-16
Xeon W3540,Bloomfield,4  / 8,2.933 to 3.2 GHz,Socket 1366,45,8,130,2009-03-30
Xeon W3550,Bloomfield,4  / 8,3.066 to 3.333 GHz,Socket 1366,45,8,130,2009-08-09
Xeon W3565,Bloomfield,4  / 8,3.2 to 3.466 GHz,Socket 1366,45,8,130,2009-11-01
Xeon W3570,Bloomfield,4  / 8,3.2 to 3.466 GHz,Socket 1366,45,8,130,2009-03-30
Xeon W3580,Bloomfield,4  / 8,3.333 to 3.6 GHz,Socket 1366,45,8,130,2009-08-09
Athlon 64 X2 3600+,Brisbane,2,1900 MHz,Socket AM2,65,N/A,65,2006-12-05
Athlon 64 X2 4000+,Brisbane,2,2.1 GHz,Socket AM2,65,N/A,65,2006-12-05
Athlon 64 X2 4200+,Brisbane,2,2.2 GHz,Socket AM2,65,N/A,65,2006-12-01
Athlon 64 X2 4400+,Brisbane,2,2.3 GHz,Socket AM2,65,N/A,65,2006-12-05
Athlon 64 X2 4600+,Brisbane,2,2.4 GHz,Socket AM2,65,N/A,65,2008-04-22
Athlon 64 X2 4800+,Brisbane,2,2.5 GHz,Socket AM2,65,N/A,65,2006-12-05
Athlon 64 X2 5000+,Brisbane,2,2.6 GHz,Socket AM2,65,N/A,65,2006-12-05
Athlon 64 X2 5000+ BE,Brisbane,2,2.6 GHz,Socket AM2,65,N/A,65,2007-09-25
Athlon 64 X2 5200+,Brisbane,2,2.7 GHz,Socket AM2,65,N/A,65,2007-10-08
Athlon 64 X2 5400+,Brisbane,2,2.8 GHz,Socket AM2,65,N/A,65,2008-01-01
Athlon 64 X2 5400+ BE,Brisbane,2,2.8 GHz,Socket AM2,65,N/A,65,2008-02-01
Athlon 64 X2 5600+,Brisbane,2,2.9 GHz,Socket AM2,65,N/A,65,2008-02-01
Athlon 64 X2 5800+,Brisbane,2,3 GHz,Socket AM2,65,N/A,89,2008-04-01
Athlon 64 X2 6000+,Brisbane,2,3.1 GHz,Socket AM2,65,N/A,89,2007-08-20
Athlon X2 4050e,Brisbane,2,2.1 GHz,Socket AM2,65,N/A,45,2008-04-21
Athlon X2 4450e,Brisbane,2,2.3 GHz,Socket AM2,65,N/A,45,2008-04-21
Athlon X2 4850e,Brisbane,2,2.5 GHz,Socket AM2,65,N/A,45,2008-03-05
Athlon X2 5050e,Brisbane,2,2.6 GHz,Socket AM2,65,N/A,45,2008-10-21
Athlon X2 BE-2300,Brisbane,2,1900 MHz,Socket AM2,65,N/A,45,2007-10-08
Athlon X2 BE-2350,Brisbane,2,2.1 GHz,Socket AM2,65,N/A,45,2007-10-08
Athlon X2 BE-2400,Brisbane,2,2.3 GHz,Socket AM2,65,N/A,45,2007-10-08
Sempron X2 2100,Brisbane,2,1800 MHz,Socket AM2,65,N/A,65,2008-03-01
Sempron X2 2100,Brisbane,2,1800 MHz,Socket AM2,65,N/A,65,2008-03-01
Sempron X2 2200,Brisbane,2,2000 MHz,Socket AM2,65,N/A,65,2008-03-01
Sempron X2 2300,Brisbane,2,2.2 GHz,Socket AM2,65,N/A,65,2008-03-01
A10-9700,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28,N/A,65,2017-07-27
A10-9700E,Bristol Ridge,4,3 to 3.5 GHz,Socket AM4,28,N/A,35,2017-07-27
A12-9800,Bristol Ridge,4,3.8 to 4.2 GHz,Socket AM4,28,N/A,65,2017-07-27
A12-9800E,Bristol Ridge,4,3.1 to 3.8 GHz,Socket AM4,28,N/A,35,2017-07-27
A6-9500,Bristol Ridge,2,3.5 to 3.8 GHz,Socket AM4,28,N/A,65,2017-07-27
A6-9500E,Bristol Ridge,2,3 to 3.4 GHz,Socket AM4,28,N/A,35,2017-07-27
A6-9550,Bristol Ridge,2,3.8 to 4 GHz,Socket AM4,28,N/A,65,2017-07-27
A8-9600,Bristol Ridge,4,3.1 to 3.4 GHz,Socket AM4,28,N/A,65,2017-07-27
Athlon X4 940,Bristol Ridge,4,3.2 to 3.6 GHz,Socket AM4,28,N/A,65,2017-07-27
Athlon X4 950,Bristol Ridge,4,3.5 to 3.8 GHz,Socket AM4,28,N/A,65,2017-07-27
Athlon X4 970,Bristol Ridge,4,3.8 to 4 GHz,Socket AM4,28,N/A,65,2017-07-27
Xeon Platinum 8253,Cascade Lake-SP,16  / 32,2.2 to 3 GHz,Socket 3647,14,22,125,2018-12-11
Xeon Platinum 8256,Cascade Lake-SP,4  / 8,3.8 to 3.9 GHz,Socket 3647,14,16.5,105,2018-12-11
Xeon Platinum 8260,Cascade Lake-SP,24  / 48,2.4 to 3.9 GHz,Socket 3647,14,35.75,165,2018-12-11
Xeon Platinum 8260M,Cascade Lake-SP,24  / 48,2.4 to 3.9 GHz,Socket 3647,14,35.75,165,2018-12-11
Xeon Platinum 8268,Cascade Lake-SP,24  / 48,2.9 to 3.9 GHz,Socket 3647,14,35.75,205,2018-12-11
Xeon Platinum 8270,Cascade Lake-SP,26  / 52,2.7 to 4 GHz,Socket 3647,14,35.75,205,2018-12-11
Xeon Platinum 8276,Cascade Lake-SP,28  / 56,2.2 to 4 GHz,Socket 3647,14,38.5,165,2018-12-11
Xeon Platinum 8280,Cascade Lake-SP,28  / 56,2.7 to 4 GHz,Socket 3647,14,38.5,205,2018-12-11
Xeon Platinum 8280M,Cascade Lake-SP,28  / 56,2.7 to 4 GHz,Socket 3647,14,38.5,205,2018-12-11
Core i9-10900X,Cascade Lake-X,10  / 20,3.7 to 4.7 GHz,Socket 2066,14,19.25,165,2019-10-19
Core i9-10920X,Cascade Lake-X,12  / 24,3.5 to 4.8 GHz,Socket 2066,14,19.25,165,2019-10-19
Core i9-10940X,Cascade Lake-X,14  / 28,3.3 to 4.8 GHz,Socket 2066,14,19.25,165,2019-10-19
Core i9-10980XE,Cascade Lake-X,18  / 36,3 to 4.8 GHz,Socket 2066,14,24.75,165,2019-10-19
Core i9-10990XE,Cascade Lake-X,22  / 44,4 to 5 GHz,Socket 2066,14,30.25,380,2020-03-19
Celeron D 352,Cedar Mill,1,3.2 GHz,Socket 775,65,N/A,84,2006-05-28
Pentium 4 HT 631,Cedar Mill,1  / 2,3 GHz,Socket 775,65,N/A,86,2006-01-05
Pentium 4 HT 641,Cedar Mill,1  / 2,3.2 GHz,Socket 775,65,N/A,86,2006-01-05
Pentium 4 HT 651,Cedar Mill,1  / 2,3.4 GHz,Socket 775,65,N/A,86,2006-01-05
Pentium 4 HT 661,Cedar Mill,1  / 2,3.6 GHz,Socket 775,65,N/A,86,2006-01-05
Atom D2500,Cedarview,2  / 4,1867 MHz,BGA 437,32,N/A,10,2011-11-01
Atom D2550,Cedarview,2  / 4,1867 MHz,BGA 437,32,N/A,10,2011-11-01
Atom D2700,Cedarview,2  / 4,2.133 GHz,BGA 437,32,N/A,10,2011-11-01
Atom N2600,Cedarview,2  / 4,1600 MHz,BGA 559,32,N/A,4,2011-12-01
Atom N2800,Cedarview,2  / 4,1867 MHz,BGA 559,32,N/A,7,2011-12-01
Atom S1220,Centerton,2  / 4,1600 MHz,BGA1283,32,N/A,8,2012-12-11
Atom S1240,Centerton,2  / 4,1600 MHz,BGA1283,32,N/A,6,2012-12-11
Atom S1260,Centerton,2  / 4,2000 MHz,BGA1283,32,N/A,9,2012-12-11
Celeron G1101,Clarkdale,2,2.266 GHz,Socket 1156,32,2,73,2010-01-07
Core i3-530,Clarkdale,2  / 4,2.933 GHz,Socket 1156,32,4,73,2010-01-07
Core i3-540,Clarkdale,2  / 4,3.066 GHz,Socket 1156,32,4,73,2010-01-07
Core i3-550,Clarkdale,2  / 4,3.2 GHz,Socket 1156,32,4,73,2010-05-30
Core i3-560,Clarkdale,2  / 4,3.333 GHz,Socket 1156,32,4,73,2010-08-29
Core i5-650,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32,4,73,2010-01-07
Core i5-655K,Clarkdale,2  / 4,3.2 to 3.466 GHz,Socket 1156,32,4,73,2010-05-30
Core i5-660,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32,4,73,2010-01-07
Core i5-661,Clarkdale,2  / 4,3.333 to 3.6 GHz,Socket 1156,32,4,87,2010-01-07
Core i5-670,Clarkdale,2  / 4,3.466 to 3.733 GHz,Socket 1156,32,4,73,2010-01-07
Core i5-680,Clarkdale,2  / 4,3.6 to 3.866 GHz,Socket 1156,32,4,73,2010-04-19
Pentium G6950,Clarkdale,2,2.8 GHz,Socket 1156,32,3,73,2010-01-07
Pentium G6951,Clarkdale,2,2.8 GHz,Socket 1156,32,3,73,2010-09-01
Pentium G6960,Clarkdale,2,2.933 GHz,Socket 1156,32,3,73,2011-01-09
Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130,N/A,89,2004-04-27
Athlon 64 3000+,Clawhammer,1,2000 MHz,Socket 754,130,N/A,89,2003-12-15
Athlon 64 3200+,Clawhammer,1,2.2 GHz,Socket 754,130,N/A,89,2001-01-01
Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130,N/A,89,2003-09-23
Athlon 64 3400+,Clawhammer,1,2.4 GHz,Socket 754,130,N/A,89,2001-01-01
Athlon 64 3400+,Clawhammer,1,2.2 GHz,Socket 754,130,N/A,89,2004-01-06
Athlon 64 3500+,Clawhammer,1,2.2 GHz,Socket 939,130,N/A,89,2004-06-01
Athlon 64 3600+,Clawhammer,1,2.4 GHz,Socket 754,130,N/A,89,2004-06-01
Athlon 64 3700+,Clawhammer,1,2.4 GHz,Socket 754,130,N/A,89,2004-06-01
Athlon 64 3800+,Clawhammer,1,2.4 GHz,Socket 939,130,N/A,89,2004-06-01
Athlon 64 4000+,Clawhammer,1,2.4 GHz,Socket 939,130,N/A,89,2004-10-19
Athlon 64 FX-53,Clawhammer,1,2.4 GHz,Socket 939,130,N/A,89,2004-06-01
Athlon 64 FX-55,Clawhammer,1,2.6 GHz,Socket 939,130,N/A,104,2004-10-10
Mobile Athlon 64 2700+,Clawhammer,1,1600 MHz,Socket 754,130,N/A,35,2005-08-01
Mobile Athlon 64 2700+,Clawhammer,1,1600 MHz,Socket 754,130,N/A,82,2004-08-01
Mobile Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130,N/A,62,2004-08-01
Mobile Athlon 64 2800+,Clawhammer,1,1800 MHz,Socket 754,130,N/A,82,2003-08-01
Mobile Athlon 64 3000+,Clawhammer,1,1800 MHz,Socket 754,130,N/A,62,2004-08-01
Mobile Athlon 64 3000+,Clawhammer,1,1800 MHz,Socket 754,130,N/A,82,2003-08-01
Mobile Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130,N/A,62,2004-08-01
Mobile Athlon 64 3200+,Clawhammer,1,2000 MHz,Socket 754,130,N/A,82,2003-08-01
Mobile Athlon 64 3400+,Clawhammer,1,2.2 GHz,Socket 754,130,N/A,82,2005-08-01
Mobile Athlon 64 3400+,Clawhammer,1,2.2 GHz,Socket 754,130,N/A,62,2005-08-01
Mobile Athlon 64 3700+,Clawhammer,1,2.4 GHz,Socket 754,130,N/A,82,2005-08-01
Atom Z2520,Clovertrail,2,1200 MHz,BGA 617,32,N/A,3,2013-02-27
Atom Z2560,Clovertrail,2,1600 MHz,BGA 617,32,N/A,3,2013-02-27
Atom Z2580,Clovertrail,2,2000 MHz,BGA 617,32,N/A,3,2013-02-27
Atom Z2760,Cloverview,2,1800 MHz,BGA 617,32,N/A,3,2012-09-27
Celeron G4900,Coffee Lake,2,3.1 GHz,Socket 1151,14,6,51,2018-04-03
Celeron G4920,Coffee Lake,2,3.2 GHz,Socket 1151,14,6,51,2018-04-03
Core i3-8000,Coffee Lake,4,3.6 GHz,Socket 1151,14,6,65,2018-09-01
Core i3-8020,Coffee Lake,4,3.7 GHz,Socket 1151,14,6,65,2018-09-01
Core i3-8100,Coffee Lake,4,2.8 to 3.6 GHz,Socket 1151,14,6,62,2017-10-05
Core i3-8100T,Coffee Lake,4,3.1 GHz,Socket 1151,14,6,35,2018-04-02
Core i3-8120,Coffee Lake,4,3.7 GHz,Socket 1151,14,6,65,2018-09-01
Core i3-8300,Coffee Lake,4,3.7 GHz,Socket 1151,14,8,62,2018-02-14
Core i3-8300T,Coffee Lake,4,3.2 GHz,Socket 1151,14,8,35,2018-04-02
Core i3-8350K,Coffee Lake,4,4 GHz,Socket 1151,14,8,91,2017-10-05
Core i3-9000,Coffee Lake,4,3.7 GHz,Socket 1151,14,6,65,2018-09-01
Core i3-9100,Coffee Lake,4,3.7 GHz,Socket 1151,14,6,65,2018-09-01
Core i3-9100F,Coffee Lake,4,3.6 to 4.2 GHz,Socket 1151,14,6,65,2019-04-23
Core i3-9300,Coffee Lake,4,3.7 to 4.3 GHz,Socket 1151,14,6,62,2019-04-23
Core i3-9320,Coffee Lake,4,3.7 to 4.4 GHz,Socket 1151,14,6,62,2019-04-23
Core i3-9350K,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14,6,91,2019-04-23
Core i3-9350KF,Coffee Lake,4,4 to 4.6 GHz,Socket 1151,14,6,91,2019-01-08
Core i5-8400,Coffee Lake,6,2.8 to 4 GHz,Socket 1151,14,9,65,2017-10-05
Core i5-8400T,Coffee Lake,6,1.7 to 3.3 GHz,Socket 1151,14,9,35,2018-04-02
Core i5-8420,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14,9,65,2018-09-01
Core i5-8420T,Coffee Lake,6,1.8 to 3.4 GHz,Socket 1151,14,9,35,2018-09-01
Core i5-8500,Coffee Lake,6,3 to 4.1 GHz,Socket 1151,14,9,65,2018-02-14
Core i5-8500T,Coffee Lake,6,2.1 to 3.5 GHz,Socket 1151,14,9,35,2018-04-02
Core i5-8550,Coffee Lake,6,3 to 4.3 GHz,Socket 1151,14,9,65,2018-09-01
Core i5-8600,Coffee Lake,6,3.1 to 4.3 GHz,Socket 1151,14,9,65,2018-02-14
Core i5-8600K,Coffee Lake,6,3.6 to 4.3 GHz,Socket 1151,14,9,95,2017-10-05
Core i5-8600T,Coffee Lake,6,2.3 to 3.7 GHz,Socket 1151,14,9,35,2018-04-02
Core i5-8650,Coffee Lake,6,3.1 to 4.5 GHz,Socket 1151,14,9,65,2018-09-01
Core i5-8650K,Coffee Lake,6,3.7 to 4.5 GHz,Socket 1151,14,9,95,2018-09-01
Core i5-9400,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14,9,65,2018-10-19
Core i5-9400F,Coffee Lake,6,2.9 to 4.1 GHz,Socket 1151,14,9,65,2019-01-08
Core i5-9400T,Coffee Lake,6,1.8 to 3.4 GHz,Socket 1151,14,9,35,2018-09-01
Core i5-9500,Coffee Lake,6,3 to 4.3 GHz,Socket 1151,14,9,65,2018-10-19
Core i5-9500F,Coffee Lake,6,3 to 4.4 GHz,Socket 1151,14,9,65,2019-04-23
Core i5-9600,Coffee Lake,6,3.1 to 4.5 GHz,Socket 1151,14,9,65,2018-10-19
